player_name,college,draft_year,pick,round,birthdate,draft_age,college_season,rec_yards,rec_tds,receptions,team_rec_yards,team_rec_tds,yards_market_share,td_market_share,final_season_dominator,peak_dominator,peak_dominator_season,dominator_trend,breakout_age,ever_broke_out,ras_score,pff_overall_grade,pff_receiving_grade,yards_per_route_run,dc_score,breakout_score,ras_score_normalized,slap_score,slap_tier,delta,nfl_best_season_ppg,hit24,hit12
Puka Nacua,BYU,2023,177,5,2001-05-29,21.92,2022.0,625.0,5.0,91.0,3246.0,32.0,0.1925446703635243,0.15625,17.43973351817622,23.3,2021.0,-5.860266481823782,20.0,True,5.18,,,,42.97698723959096,75.0,51.8,50.70504170573412,Poor,7.728054466143156,19.49411764705882,1.0,1.0
Parker Washington,Penn St.,2023,185,6,2002-03-21,21.11,2022.0,611.0,2.0,146.0,3283.0,29.0,0.186110265001523,0.0689655172413793,12.753789112145114,28.3,2020.0,-15.546210887854889,18.0,True,6.890000000000001,76.4,76.4,2.18,41.325810352464025,99.9,68.9,57.176776729101626,Poor,15.8509663766376,5.352941176470588,0.0,0.0
Kayshon Boutte,LSU,2023,187,6,2002-05-07,20.98,2022.0,538.0,2.0,128.0,3770.0,23.0,0.1427055702917772,0.0869565217391304,11.48310460154538,21.8,2021.0,-10.31689539845462,18.0,True,4.99,64.8,64.8,1.49,40.917284913571535,99.9,49.900000000000006,54.0612351938215,Poor,13.143950280249967,7.170588235294118,0.0,0.0
Trey Palmer,Nebraska,2023,191,6,2001-04-02,22.08,2022.0,1043.0,9.0,71.0,2650.0,17.0,0.3935849056603773,0.5294117647058824,46.14983351831299,46.1,2022.0,0.0498335183129867,21.0,True,6.18,83.7,83.7,3.26,40.10518084262188,69.9,61.8,49.31836754770423,Poor,9.21318670508235,6.729411764705882,0.0,0.0
A.T. Perry,Wake Forest,2023,195,6,1999-10-26,23.51,2022.0,1096.0,11.0,171.0,4055.0,43.0,0.2702836004932182,0.2558139534883721,26.30487769907952,34.3,2021.0,-7.995122300920478,21.0,True,9.620000000000001,83.4,83.4,2.57,39.29951449939654,63.15243884953976,96.2,52.6051721945157,Poor,13.305657695119166,3.5647058823529414,0.0,0.0
Elijah Higgins,Stanford,2023,197,6,2000-06-07,22.9,2022.0,704.0,2.0,118.0,3051.0,15.0,0.2307440183546378,0.1333333333333333,18.20386758439856,22.2,2021.0,-3.9961324156014406,21.0,True,8.94,65.4,65.4,1.83,38.89903839489586,60.0,89.39999999999999,50.69437495668231,Poor,11.79533656178645,0.0,0.0,0.0
Xavier Hutchinson,Iowa St.,2023,205,6,2000-06-01,22.91,2022.0,1171.0,6.0,254.0,3141.0,19.0,0.3728112066220949,0.3157894736842105,34.43003401531527,34.4,2022.0,0.0300340153152731,20.0,True,7.269999999999999,89.7,89.7,2.72,37.312343403797485,82.21501700765764,72.69999999999999,51.60102661399989,Poor,14.288683210202407,2.194117647058824,0.0,0.0
Andrei Iosivas,Princeton,2023,206,6,1999-10-15,23.54,2022.0,,,,,,,,,,,,22.0,True,9.959999999999999,,,,37.11567496876143,45.0,99.6,48.06518872969493,Poor,10.9495137609335,7.052941176470589,0.0,0.0
DeMario Douglas,Liberty,2023,210,6,2000-12-08,22.39,2022.0,993.0,6.0,171.0,2815.0,21.0,0.352753108348135,0.2857142857142857,31.92336970312104,31.9,2022.0,0.0233697031210411,21.0,True,6.890000000000001,,,,36.332601761788666,65.96168485156052,68.9,47.14352811547474,Poor,10.810926353686078,0.0,0.0,0.0
Antoine Green,North Carolina,2023,219,7,1999-11-15,23.46,2022.0,798.0,7.0,90.0,4330.0,38.0,0.1842956120092378,0.1842105263157894,18.425306916251365,18.8,2021.0,-0.3746930837486353,21.0,True,8.68,74.8,74.8,2.34,34.591116608286086,60.0,86.8,47.50422579538595,Poor,12.913109187099865,0.0705882352941176,0.0,0.0
Colton Dowell,UT Martin,2023,228,7,1999-04-19,24.03,2022.0,1032.0,6.0,,2941.0,18.0,0.3509010540632438,0.3333333333333333,34.211719369828856,34.211719369828856,,0.0,22.0,True,9.78,,,,32.876624975929246,52.10585968491443,97.8,46.4609781713369,Poor,13.584353195407653,0.0764705882352941,0.0,0.0
Jalen Brooks,South Carolina,2023,244,7,2000-05-07,22.98,2022.0,504.0,1.0,58.0,3379.0,23.0,0.1491565551938443,0.0434782608695652,9.631740803170477,9.6,2022.0,0.0317408031704768,,False,5.6,63.7,63.7,1.76,29.89082996993009,24.63174080317048,56.0,32.75538764108866,Poor,2.8645576711585647,2.1,0.0,0.0
Ronnie Bell,Michigan,2023,253,7,2000-01-28,23.26,2022.0,889.0,4.0,144.0,3078.0,23.0,0.2888239116309292,0.1739130434782608,23.136847755459502,22.8,2022.0,0.3368477554595017,22.0,True,8.2,76.9,76.9,2.56,28.24405650724969,46.56842387772975,82.0,39.97232150525825,Poor,11.728264998008555,1.811764705882353,0.0,0.0
Grant Dubose,Charlotte,2023,256,7,2001-06-20,21.86,2022.0,792.0,9.0,126.0,3254.0,27.0,0.2433927473878303,0.3333333333333333,28.836304036058184,28.8,2022.0,0.0363040360581834,20.0,True,6.890000000000001,71.6,71.6,1.87,27.70010003873648,79.41815201802909,68.9,44.22369542878453,Poor,16.52359539004805,0.0,0.0,0.0
Drake London,USC,2022,8,1,2001-07-24,20.77,2021.0,1084.0,7.0,160.0,3580.0,21.0,0.3027932960893855,0.3333333333333333,31.80633147113594,31.8,2021.0,0.0063314711359403,19.0,True,6.890000000000001,91.3,91.3,3.52,93.68781610895526,95.90316573556797,68.9,90.41271361793451,Elite,-3.2751024910207462,16.51764705882353,1.0,1.0
Garrett Wilson,Ohio St.,2022,10,1,2000-07-22,21.77,2021.0,1058.0,12.0,143.0,4952.0,46.0,0.2136510500807754,0.2608695652173913,23.726030764908337,30.9,2020.0,-7.173969235091661,20.0,True,7.769999999999999,84.1,84.1,3.0,92.39513479671196,76.86301538245417,77.69999999999999,87.08444069435362,Good,-5.31069410235834,14.81764705882353,1.0,0.0
Chris Olave,Ohio St.,2022,11,1,2000-06-27,21.84,2021.0,936.0,13.0,176.0,4952.0,46.0,0.1890145395799677,0.2826086956521739,23.58116176160708,33.3,2020.0,-9.718838238392916,19.0,True,8.64,79.3,79.3,2.29,91.78610696647006,91.79058088080356,86.4,90.97908570436624,Elite,-0.8070212621038166,13.605882352941178,1.0,0.0
Jameson Williams,Alabama,2022,12,1,2001-03-26,21.1,2021.0,1572.0,15.0,79.0,5073.0,48.0,0.3098758131283264,0.3125,31.118790656416323,31.1,2021.0,0.0187906564163213,20.0,True,6.890000000000001,81.6,81.6,3.12,91.19779246495472,80.55939532820815,68.9,85.72544416786221,Good,-5.472348297092509,13.36470588235294,1.0,0.0
Jahan Dotson,Penn St.,2022,16,1,2000-03-22,22.11,2021.0,1182.0,12.0,183.0,3491.0,25.0,0.3385849326840446,0.48,40.92924663420223,42.8,2020.0,-1.870753365797768,20.0,True,6.33,87.5,87.5,2.56,89.01046080303611,84.9,63.3,84.33179952197348,Good,-4.678661281062631,7.68235294117647,0.0,0.0
Treylon Burks,Arkansas,2022,18,1,2000-03-23,22.11,2021.0,1104.0,11.0,146.0,2781.0,22.0,0.3969795037756203,0.5,44.84897518878101,44.8,2021.0,0.0489751887810143,20.0,True,5.79,85.8,85.8,3.57,87.9960967734834,84.9,57.9,82.86246290276422,Good,-5.13363387071918,5.182352941176471,0.0,0.0
Christian Watson,North Dakota St.,2022,34,2,1999-05-12,22.97,2021.0,,,,0.0,0.0,,,,,,,19.0,True,9.959999999999999,,,,81.03375665926983,90.0,99.6,85.61194182852539,Good,4.578185169255562,9.65294117647059,0.0,0.0
Wan'Dale Robinson,Kentucky,2022,43,2,2001-01-05,21.32,2021.0,1334.0,7.0,104.0,2933.0,24.0,0.4548244118649847,0.2916666666666667,37.324553926582574,37.3,2021.0,0.0245539265825769,20.0,True,7.360000000000001,91.3,91.3,3.56,77.68493914356304,83.66227696329129,73.60000000000001,78.26766583597424,Average,0.5827266924111996,10.74705882352941,0.0,0.0
John Metchie,Alabama,2022,44,2,2000-07-18,21.79,2021.0,1142.0,8.0,155.0,5073.0,48.0,0.2251133451606544,0.1666666666666666,19.58900059136606,19.6,2021.0,-0.0109994086339426,20.0,True,6.890000000000001,78.2,78.2,2.41,77.33014043640625,75.0,68.9,75.59959128366407,Average,-1.730549152742185,3.864705882352941,0.0,0.0
Tyquan Thornton,Baylor,2022,50,2,2000-08-07,21.73,2021.0,948.0,10.0,143.0,2843.0,24.0,0.3334505803728456,0.4166666666666667,37.505862351975615,37.5,2021.0,0.0058623519756153,18.0,True,8.54,82.9,82.9,2.5,75.2623245415211,99.9,85.39999999999999,81.71051095198872,Good,6.448186410467628,3.9,0.0,0.0
George Pickens,Georgia,2022,52,2,2001-03-04,21.16,2021.0,107.0,0.0,90.0,3778.0,39.0,0.0283218634197988,0.0,1.4160931709899416,27.0,2019.0,-25.583906829010058,18.0,True,9.35,73.5,73.5,3.34,74.59433316596373,99.9,93.5,82.49131655787644,Good,7.896983391912713,12.841176470588236,0.0,0.0
Alec Pierce,Cincinnati,2022,53,2,2000-05-02,22.0,2021.0,884.0,8.0,106.0,3377.0,33.0,0.2617708024874148,0.2424242424242424,25.209752245582862,25.2,2021.0,0.0097522455828631,21.0,True,9.83,76.5,76.5,2.38,74.26400482294514,62.60487612279143,98.3,75.53757835947263,Average,1.2735735365274934,9.494117647058824,0.0,0.0
Skyy Moore,Western Michigan,2022,54,2,2000-09-10,21.64,2021.0,1292.0,10.0,170.0,3297.0,23.0,0.391871398240825,0.4347826086956521,41.332700346823856,41.3,2021.0,0.0327003468238586,18.0,True,7.58,91.8,91.8,3.4,73.9360365676696,99.9,75.8,79.40842376898524,Average,5.472387201315641,3.6941176470588233,0.0,0.0
Velus Jones Jr.,Tennessee,2022,71,3,1998-05-11,23.97,2021.0,807.0,7.0,84.0,3342.0,33.0,0.2414721723518851,0.2121212121212121,22.679669223654862,22.7,2021.0,-0.020330776345137,23.0,True,7.1,76.2,76.2,2.67,68.67193564014815,31.33983461182743,71.0,61.55472508846179,Below Average,-7.117210551686362,0.0,0.0,0.0
Jalen Tolbert,South Alabama,2022,88,3,1999-02-27,23.17,2021.0,1474.0,8.0,178.0,3072.0,22.0,0.4798177083333333,0.3636363636363636,42.17270359848485,42.2,2020.0,-0.0272964015151515,20.0,True,8.62,82.3,82.3,3.16,63.870755038336846,84.9,86.19999999999999,71.42599077491894,Average,7.555235736582098,8.941176470588236,0.0,0.0
David Bell,Purdue,2022,99,3,2000-12-14,21.38,2021.0,1286.0,6.0,232.0,4620.0,35.0,0.2783549783549783,0.1714285714285714,22.48917748917749,43.5,2020.0,-21.01082251082251,18.0,True,3.9799999999999995,87.5,87.5,2.7,60.95185845795279,99.9,39.8,65.56870799766932,Below Average,4.616849539716533,3.652941176470588,0.0,0.0
Danny Gray,SMU,2022,105,3,1999-04-01,23.08,2021.0,803.0,9.0,82.0,3654.0,39.0,0.2197591680350301,0.2307692307692307,22.52641994021304,22.5,2021.0,0.0264199402130387,22.0,True,6.76,77.9,77.9,2.69,59.41186469623246,46.26320997010652,67.6,58.01035404657241,Poor,-1.4015106496600538,0.1705882352941176,0.0,0.0
Erik Ezukanma,Texas Tech,2022,125,4,2000-01-25,22.26,2021.0,705.0,4.0,137.0,3344.0,18.0,0.2108253588516746,0.2222222222222222,21.652379053694844,30.6,2020.0,-8.947620946305157,20.0,True,7.029999999999999,76.5,76.5,2.31,54.50441856810307,75.82618952684743,70.3,61.138109974636485,Below Average,6.633691406533416,0.1294117647058823,0.0,0.0
Romeo Doubs,Nevada,2022,132,4,2000-04-13,22.05,2021.0,1109.0,11.0,223.0,4511.0,38.0,0.2458434936821104,0.2894736842105263,26.76585889463184,32.6,2020.0,-5.834141105368161,19.0,True,6.890000000000001,81.7,81.7,2.3,52.85873645151093,93.38292944731592,68.9,63.36976458294529,Below Average,10.511028131434358,12.576470588235296,0.0,0.0
Calvin Austin III,Memphis,2022,138,4,1999-03-24,23.1,2021.0,1149.0,8.0,156.0,3585.0,26.0,0.3205020920502092,0.3076923076923077,31.409719987125843,33.3,2020.0,-1.890280012874154,21.0,True,9.05,84.7,84.7,2.99,51.47438583883613,65.70485999356292,90.5,60.17432279395607,Below Average,8.699936955119938,3.552941176470588,0.0,0.0
Khalil Shakir,Boise St.,2022,148,5,2000-02-03,22.24,2021.0,1117.0,7.0,208.0,3127.0,20.0,0.3572113847137831,0.35,35.360569235689155,46.2,2020.0,-10.839430764310848,19.0,True,8.31,86.7,86.7,2.83,49.21691753018262,97.68028461784458,83.10000000000001,63.99205331818763,Below Average,14.77513578800501,12.81764705882353,0.0,0.0
Montrell Washington,Samford,2022,162,5,1999-03-14,23.13,2021.0,,,,,,,,,,,,18.0,True,4.32,,,,46.15155112223164,99.9,43.2,56.45850822945057,Poor,10.306957107218937,0.4235294117647059,0.0,0.0
Kyle Philips,UCLA,2022,163,5,1999-06-17,22.87,2021.0,739.0,10.0,163.0,2714.0,23.0,0.2722918201915991,0.4347826086956521,35.35372144436256,35.4,2021.0,-0.0462785556374356,20.0,True,8.31,77.6,77.6,2.11,45.93653104587332,82.67686072218129,83.10000000000001,58.85911732425392,Poor,12.9225862783806,1.947058823529412,0.0,0.0
Jalen Nailor,Michigan St.,2022,191,6,1999-03-02,23.16,2021.0,695.0,6.0,86.0,3298.0,27.0,0.2107337780473014,0.2222222222222222,21.647800013476186,33.6,2020.0,-11.952199986523816,21.0,True,8.09,77.0,77.0,2.7,40.10518084262188,60.82390000673809,80.9,50.36814754905184,Poor,10.262966706429957,6.547058823529412,0.0,0.0
Michael Woods II,Oklahoma,2022,202,6,1999-08-03,22.74,2021.0,400.0,2.0,35.0,3425.0,32.0,0.1167883211678832,0.0625,8.96441605839416,9.0,2021.0,-0.0355839416058394,,False,6.890000000000001,70.4,70.4,1.77,37.904547996459925,23.96441605839416,68.9,39.76583940937778,Poor,1.8612914129178573,0.0,0.0,0.0
Bo Melton,Rutgers,2022,229,7,1999-11-10,22.47,2021.0,618.0,3.0,163.0,2229.0,9.0,0.2772543741588156,0.3333333333333333,30.529385374607443,39.3,2020.0,-8.770614625392554,19.0,True,9.23,76.8,76.8,2.28,32.687727412828664,95.26469268730372,92.3,54.144961355799374,Poor,21.45723394297071,3.323529411764706,0.0,0.0
Dareke Young,Lenoir-Rhyne,2022,233,7,1999-06-04,22.91,2021.0,,,,0.0,0.0,,,,,,,19.0,True,9.93,,,,31.93525043772044,90.0,99.3,53.65291278451828,Poor,21.71766234679784,0.3823529411764705,0.0,0.0
Samori Toure,Nebraska,2022,258,7,1998-03-24,24.1,2021.0,898.0,5.0,46.0,3197.0,14.0,0.2808883328120112,0.3571428571428571,31.90155949774342,31.9,2021.0,0.0015594977434219,23.0,True,6.14,80.9,80.9,2.72,27.33880756496833,35.95077974887171,61.4,34.17038086700376,Poor,6.831573302035423,1.1294117647058823,0.0,0.0
Ja'Marr Chase,LSU,2021,5,1,2000-03-01,21.17,2019.0,1780.0,20.0,107.0,6024.0,61.0,0.2954847277556441,0.3278688524590163,31.167679010733025,31.2,2019.0,-0.0323209892669744,19.0,True,9.82,,,,95.89012507645334,95.58383950536653,98.2,96.17534920076798,Elite,0.285224124314638,23.705882352941178,1.0,1.0
Jaylen Waddle,Alabama,2021,6,1,1998-11-25,22.43,2020.0,591.0,4.0,106.0,4656.0,42.0,0.1269329896907216,0.0952380952380952,11.108554246440844,15.5,2018.0,-4.391445753559156,19.0,True,6.890000000000001,82.6,82.6,4.38,95.11104923064929,90.0,68.9,90.15718199992205,Elite,-4.953867230727241,15.729411764705883,1.0,1.0
DeVonta Smith,Alabama,2021,10,1,1998-11-14,22.46,2020.0,1856.0,23.0,235.0,4656.0,42.0,0.3986254295532646,0.5476190476190477,47.31222385861562,47.3,2020.0,0.01222385861562,20.0,True,6.890000000000001,94.9,94.9,4.39,92.39513479671196,84.9,68.9,87.37183761786278,Good,-5.023297178849177,17.370588235294118,1.0,1.0
Kadarius Toney,Florida,2021,20,1,1999-01-27,22.26,2020.0,984.0,10.0,120.0,4543.0,46.0,0.2165969623596742,0.217391304347826,21.699413335375013,21.7,2020.0,-0.0005866646249863,21.0,True,8.99,84.2,84.2,2.62,87.02377097693456,60.84970666768751,89.9,82.22039246854497,Good,-4.803378508389585,4.8,0.0,0.0
Rashod Bateman,Minnesota,2021,27,1,1999-11-29,21.42,2020.0,472.0,2.0,147.0,1394.0,7.0,0.3385939741750359,0.2857142857142857,31.21541299446608,36.3,2019.0,-5.084587005533916,18.0,True,8.04,81.1,81.1,3.45,83.87932650686992,99.9,80.39999999999999,86.56156222946545,Good,2.682235722595536,11.858823529411763,0.0,0.0
Elijah Moore,Mississippi,2021,34,2,2000-03-27,21.1,2020.0,1193.0,8.0,189.0,3450.0,30.0,0.3457971014492753,0.2666666666666666,30.62318840579709,45.5,2019.0,-14.876811594202907,19.0,True,8.69,91.2,91.2,3.85,81.03375665926983,95.31159420289856,86.89999999999999,84.7692606691051,Good,3.735504009835267,8.129411764705882,0.0,0.0
Rondale Moore,Purdue,2021,49,2,2000-06-09,20.89,2020.0,270.0,0.0,178.0,1854.0,15.0,0.145631067961165,0.0,7.281553398058252,37.2,2018.0,-29.91844660194176,18.0,True,9.33,80.9,80.9,2.25,75.60012235068056,99.9,93.3,83.11507952794238,Good,7.51495717726182,7.017647058823529,0.0,0.0
D'Wayne Eskridge,Western Michigan,2021,56,2,1997-03-19,24.12,2020.0,768.0,8.0,104.0,1704.0,18.0,0.4507042253521127,0.4444444444444444,44.75743348982786,44.8,2020.0,-0.0425665101721364,20.0,True,6.709999999999999,86.9,86.9,4.94,73.28694247866397,84.9,67.1,74.68151261113158,Average,1.3945701324676063,1.6647058823529413,0.0,0.0
Tutu Atwell,Louisville,2021,57,2,1999-10-07,21.57,2020.0,625.0,7.0,140.0,2683.0,20.0,0.2329481923220275,0.35,29.147409616101378,39.7,2019.0,-10.552590383898623,19.0,True,6.25,77.1,77.1,2.44,72.96570404937304,94.57370480805068,62.5,75.71744859370261,Average,2.7517445443295685,7.129411764705883,0.0,0.0
Terrace Marshall Jr.,LSU,2021,59,2,2000-06-09,20.89,2020.0,731.0,10.0,106.0,3063.0,24.0,0.2386549134835129,0.4166666666666667,32.76607900750898,32.5,2020.0,0.2660790075089778,20.0,True,6.890000000000001,78.9,78.9,2.91,72.3295803529313,81.38303950375449,68.9,73.62583513015625,Average,1.296254777224945,1.935294117647059,0.0,0.0
Josh Palmer,Tennessee,2021,77,3,1999-09-22,21.61,2020.0,475.0,4.0,99.0,2047.0,14.0,0.2320468978993649,0.2857142857142857,25.88805918068253,25.9,2020.0,-0.0119408193174699,20.0,True,7.590000000000001,,,,66.9320986936365,77.94402959034126,75.9,70.47967006893198,Average,3.547571375295476,10.258823529411766,0.0,0.0
Dyami Brown,North Carolina,2021,82,3,1999-11-01,21.5,2020.0,1084.0,8.0,122.0,3599.0,31.0,0.3011947763267574,0.2580645161290322,27.96296462278949,29.3,2019.0,-1.337035377210512,19.0,True,8.38,82.8,82.8,3.11,65.52128074753156,93.98148231139474,83.80000000000001,73.95512894817448,Average,8.433848200642913,6.370588235294117,0.0,0.0
Amari Rodgers,Clemson,2021,85,3,1999-09-23,21.6,2020.0,1020.0,7.0,181.0,4182.0,31.0,0.2439024390243902,0.2258064516129032,23.48544453186468,23.5,2020.0,-0.0145554681353203,20.0,True,5.35,79.1,79.1,2.61,64.69048249230454,76.74272226593234,53.5,65.42235807318443,Below Average,0.7318755808798869,2.5352941176470587,0.0,0.0
Nico Collins,Michigan,2021,89,3,1999-03-19,22.12,2019.0,729.0,7.0,78.0,3261.0,25.0,0.2235510579576816,0.28,25.177552897884087,25.2,2019.0,-0.0224471021159118,19.0,True,9.57,,,,63.59988204942709,92.58877644894204,95.7,74.21267862191603,Average,10.61279657248894,17.305882352941175,1.0,1.0
Anthony Schwartz,Auburn,2021,91,3,2000-09-05,20.65,2020.0,652.0,3.0,118.0,2423.0,12.0,0.2690879075526207,0.25,25.95439537763104,26.0,2020.0,-0.045604622368959,19.0,True,6.889999999999999,70.9,70.9,2.31,63.061580711070775,92.97719768881552,68.89999999999999,69.9204669999591,Below Average,6.858886288888328,1.964705882352941,0.0,0.0
Dez Fitzpatrick,Louisville,2021,109,4,1997-12-17,23.37,2020.0,833.0,3.0,154.0,2683.0,20.0,0.3104733507267984,0.15,23.02366753633992,24.5,2017.0,-1.4763324636600783,19.0,True,6.890000000000001,74.7,74.7,2.49,58.40374906189059,91.51183376816996,68.9,66.59980364386288,Below Average,8.196054581972291,0.9352941176470588,0.0,0.0
Amon-Ra St. Brown,USC,2021,112,4,1999-10-24,21.52,2020.0,478.0,7.0,178.0,1916.0,17.0,0.2494780793319415,0.4117647058823529,33.06213926071472,33.1,2020.0,-0.0378607392852785,18.0,True,7.13,71.7,71.7,1.85,57.65686444404836,99.9,71.3,68.15196188863143,Below Average,10.495097444583074,22.73529411764705,1.0,1.0
Jaelon Darden,North Texas,2021,129,4,1999-01-14,22.29,2020.0,1190.0,19.0,230.0,2830.0,28.0,0.4204946996466431,0.6785714285714286,54.95330641090359,55.0,2020.0,-0.0466935890964066,20.0,True,7.139999999999999,89.8,89.8,4.31,53.55986428245593,84.9,71.39999999999999,62.50391178359636,Below Average,8.944047501140425,0.6705882352941177,0.0,0.0
Tylan Wallace,Oklahoma St.,2021,131,4,1999-05-13,21.97,2020.0,917.0,6.0,120.0,2630.0,18.0,0.3486692015209126,0.3333333333333333,34.10012674271229,34.1,2020.0,0.0001267427122897,20.0,True,4.71,86.1,86.1,3.26,53.091766375709646,82.05006337135615,47.1,57.984660818482496,Poor,4.89289444277285,2.5352941176470587,0.0,0.0
Jacob Harris,Central Florida,2021,141,4,1997-04-16,24.04,2020.0,539.0,8.0,49.0,3521.0,32.0,0.1530815109343936,0.25,20.15407554671968,20.2,2020.0,-0.0459244532803175,23.0,True,9.879999999999999,60.7,60.7,1.52,50.79080422061093,30.07703777335984,98.8,53.84943029806907,Poor,3.058626077458144,0.0941176470588235,0.0,0.0
Ihmir Smith-Marsette,Iowa,2021,157,5,1999-08-29,21.67,2020.0,345.0,4.0,110.0,1581.0,9.0,0.2182163187855787,0.4444444444444444,33.13303816150116,33.1,2020.0,0.0330381615011603,19.0,True,6.81,61.0,61.0,1.84,47.23431360755732,96.56651908075058,68.1,60.23060766106237,Below Average,12.996294053505054,1.6823529411764706,0.0,0.0
Simi Fehoko,Stanford,2021,179,5,1997-11-05,23.49,2020.0,584.0,3.0,62.0,1726.0,7.0,0.3383545770567787,0.4285714285714285,38.346300281410365,38.3,2020.0,0.0463002814103674,21.0,True,9.18,75.8,75.8,2.73,42.56157955714502,69.17315014070519,91.8,55.2696567402853,Poor,12.708077183140276,0.9764705882352942,0.0,0.0
Cornell Powell,Clemson,2021,181,5,1997-10-30,23.5,2020.0,882.0,7.0,81.0,4182.0,31.0,0.2109038737446198,0.2258064516129032,21.83551626787615,21.8,2020.0,0.0355162678761509,22.0,True,7.57,75.1,75.1,2.22,42.14793192133863,45.91775813393808,75.7,47.93470737565772,Poor,5.786775454319098,0.0,0.0,0.0
Frank Darby,Arizona St.,2021,187,6,1997-09-08,23.64,2020.0,46.0,1.0,67.0,777.0,5.0,0.0592020592020592,0.2,12.96010296010296,28.6,2019.0,-15.639897039897042,21.0,True,5.89,56.3,56.3,0.84,40.917284913571535,60.0,58.9,47.4312351938215,Poor,6.513950280249965,0.1470588235294117,0.0,0.0
Marquez Stevenson,Houston,2021,203,6,1998-03-26,23.1,2020.0,307.0,4.0,147.0,2126.0,15.0,0.1444026340545625,0.2666666666666666,20.55346503606146,42.3,2019.0,-21.746534963938537,20.0,True,5.37,69.9,69.9,2.41,37.70677743241549,75.27673251803073,53.7,47.619751834676215,Poor,9.912974402260724,0.0,0.0,0.0
Shi Smith,South Carolina,2021,204,6,1998-10-26,22.51,2020.0,621.0,4.0,172.0,1854.0,8.0,0.3349514563106796,0.5,41.74757281553399,41.6,2020.0,0.1475728155339908,21.0,True,6.779999999999999,78.0,78.0,2.59,37.50937673477087,69.9,67.8,48.53109487760107,Poor,11.021718142830204,3.623529411764706,0.0,0.0
Racey McMath,LSU,2021,205,6,1999-06-14,21.88,2020.0,195.0,1.0,33.0,3063.0,24.0,0.0636630754162585,0.0416666666666666,5.266487104146261,5.2,2020.0,0.0664871041462609,,False,7.43,61.2,61.2,1.28,37.312343403797485,20.26648710414626,74.3,39.45132063329762,Poor,2.138977229500135,0.3764705882352941,0.0,0.0
Jalen Camp,Georgia Tech,2021,209,6,1998-07-10,22.81,2020.0,392.0,4.0,45.0,1968.0,14.0,0.1991869918699187,0.2857142857142857,24.24506387921022,24.1,2020.0,0.1450638792102196,22.0,True,9.75,65.0,65.0,1.57,36.527834756947215,47.12253193960511,97.5,47.79259897993671,Poor,11.264764222989498,0.1,0.0,0.0
Seth Williams,Auburn,2021,219,6,2000-04-10,21.06,2020.0,744.0,4.0,132.0,2423.0,12.0,0.3070573669005365,0.3333333333333333,32.01953501169349,35.5,2019.0,-3.480464988306508,18.0,True,6.860000000000001,69.8,69.8,2.05,34.591116608286086,99.9,68.60000000000001,52.75422579538596,Poor,18.16310918709987,0.2588235294117647,0.0,0.0
Dazz Newsome,North Carolina,2021,221,6,1999-05-15,21.96,2020.0,684.0,6.0,188.0,3599.0,31.0,0.1900527924423451,0.1935483870967742,19.18005897695597,26.5,2019.0,-7.319941023044031,20.0,True,2.13,73.2,73.2,1.86,34.207839313634366,75.0,21.3,40.43009555386234,Poor,6.222256240227971,0.2529411764705882,0.0,0.0
Mike Strachan,Charleston (WV),2021,229,7,1997-08-13,23.72,2020.0,,,,,,,,,,,,,False,6.890000000000001,,,,32.687727412828664,25.0,68.9,36.58202281833863,Poor,3.894295405509965,0.5235294117647059,0.0,0.0
Tre Nixon,Central Florida,2021,242,7,1998-01-26,23.26,2020.0,258.0,2.0,107.0,3521.0,32.0,0.0732746378869639,0.0625,6.788731894348196,19.8,2019.0,-13.011268105651803,20.0,True,8.97,63.9,63.9,1.78,30.25989524574358,75.0,89.7,48.12393190973333,Poor,17.86403666398975,0.0,0.0,0.0
Ben Skowronek,Notre Dame,2021,249,7,1997-06-27,23.84,2020.0,439.0,5.0,29.0,2849.0,15.0,0.154089154089154,0.3333333333333333,24.37112437112437,24.4,2020.0,-0.0288756288756282,23.0,True,6.890000000000001,65.2,65.2,1.46,28.97316023447314,32.18556218556218,68.9,35.60466658951998,Poor,6.631506355046838,4.958823529411766,0.0,0.0
Kawaan Baker,South Alabama,2021,255,7,1998-08-24,22.69,2020.0,656.0,8.0,125.0,2718.0,18.0,0.2413539367181751,0.4444444444444444,34.28991905813098,34.3,2020.0,-0.0100809418690204,19.0,True,9.08,75.0,75.0,1.92,27.881148372763302,97.14495952906547,90.8,51.17173834810925,Poor,23.290589975345945,0.0,0.0,0.0
Dax Milne,BYU,2021,258,7,1999-06-23,21.86,2020.0,1189.0,8.0,102.0,3984.0,33.0,0.2984437751004016,0.2424242424242424,27.043400876232205,27.0,2020.0,0.0434008762322051,21.0,True,4.5600000000000005,,,,27.33880756496833,63.5217004381161,45.6,37.31456500485263,Poor,9.975757439884298,0.9235294117647058,0.0,0.0
Henry Ruggs III,Alabama,2020,12,1,1999-01-24,21.27,2019.0,746.0,7.0,98.0,4449.0,49.0,0.1676781299168352,0.1428571428571428,15.526763638698904,18.2,2018.0,-2.673236361301095,20.0,True,9.540000000000001,75.0,75.0,2.45,91.19779246495472,75.0,95.4,88.58856510222057,Good,-2.6092273627341456,0.0,0.0,0.0
