player_name,college,birthdate,draft_age,seasons_found,seasons_data,breakout_season,breakout_age,peak_dominator,peak_dominator_season,status
Braylin Presley,Tulsa,2003-10-24,21,3,"[{""season"": 2023, ""cfbd_name"": ""Braylin Presley"", ""player_rec_yards"": 122.0, ""player_rec_tds"": 0.0, ""team_rec_yards"": 2456.0, ""team_rec_tds"": 20.0, ""dominator"": 0.0248371335504886, ""dominator_pct"": 2.48371335504886, ""age_at_season"": 19}, {""season"": 2024, ""cfbd_name"": ""Braylin Presley"", ""player_rec_yards"": 73.0, ""player_rec_tds"": 0.0, ""team_rec_yards"": 2863.0, ""team_rec_tds"": 23.0, ""dominator"": 0.012748864827104436, ""dominator_pct"": 1.2748864827104436, ""age_at_season"": 20}, {""season"": 2025, ""cfbd_name"": ""Braylin Presley"", ""player_rec_yards"": 115.0, ""player_rec_tds"": 1.0, ""team_rec_yards"": 2670.0, ""team_rec_tds"": 15.0, ""dominator"": 0.054868913857677906, ""dominator_pct"": 5.486891385767791, ""age_at_season"": 21}]",,,5.486891385767791,2025.0,never_hit_20pct
Talyn Shettron,Oklahoma State,MISSING,MISSING,3,"[{""season"": 2022, ""cfbd_name"": ""Talyn Shettron"", ""player_rec_yards"": 31.0, ""player_rec_tds"": 1.0, ""team_rec_yards"": 3634.0, ""team_rec_tds"": 24.0, ""dominator"": 0.02509860576041093, ""dominator_pct"": 2.5098605760410932, ""age_at_season"": null}, {""season"": 2023, ""cfbd_name"": ""Talyn Shettron"", ""player_rec_yards"": 78.0, ""player_rec_tds"": 0.0, ""team_rec_yards"": 3871.0, ""team_rec_tds"": 18.0, ""dominator"": 0.010074916042366313, ""dominator_pct"": 1.0074916042366313, ""age_at_season"": null}, {""season"": 2024, ""cfbd_name"": ""Talyn Shettron"", ""player_rec_yards"": 245.0, ""player_rec_tds"": 1.0, ""team_rec_yards"": 3176.0, ""team_rec_tds"": 22.0, ""dominator"": 0.061297801694527136, ""dominator_pct"": 6.129780169452713, ""age_at_season"": null}]",,,6.129780169452713,2024.0,never_hit_20pct
Tobias Merriweather,Utah,MISSING,MISSING,1,"[{""season"": 2025, ""cfbd_name"": ""Tobias Merriweather"", ""player_rec_yards"": 130.0, ""player_rec_tds"": 0.0, ""team_rec_yards"": 2816.0, ""team_rec_tds"": 27.0, ""dominator"": 0.023082386363636364, ""dominator_pct"": 2.3082386363636362, ""age_at_season"": null}]",,,2.3082386363636362,2025.0,never_hit_20pct
Kaleb Brown,UAB,2003-10-07,21,4,"[{""season"": 2021, ""cfbd_name"": ""Jermaine Brown Jr."", ""player_rec_yards"": 200.0, ""player_rec_tds"": 0.0, ""team_rec_yards"": 2682.0, ""team_rec_tds"": 20.0, ""dominator"": 0.037285607755406416, ""dominator_pct"": 3.728560775540642, ""age_at_season"": 17}, {""season"": 2022, ""cfbd_name"": ""Jermaine Brown Jr."", ""player_rec_yards"": 120.0, ""player_rec_tds"": 0.0, ""team_rec_yards"": 2641.0, ""team_rec_tds"": 15.0, ""dominator"": 0.022718667171525937, ""dominator_pct"": 2.271866717152594, ""age_at_season"": 18}, {""season"": 2023, ""cfbd_name"": ""Jermaine Brown Jr."", ""player_rec_yards"": 416.0, ""player_rec_tds"": 1.0, ""team_rec_yards"": 3467.0, ""team_rec_tds"": 22.0, ""dominator"": 0.08272150405118389, ""dominator_pct"": 8.272150405118389, ""age_at_season"": 19}, {""season"": 2025, ""cfbd_name"": ""Kaleb Brown"", ""player_rec_yards"": 255.0, ""player_rec_tds"": 2.0, ""team_rec_yards"": 3187.0, ""team_rec_tds"": 20.0, ""dominator"": 0.09000627549419517, ""dominator_pct"": 9.000627549419518, ""age_at_season"": 21}]",,,9.000627549419518,2025.0,never_hit_20pct
Jayden McGowan,Charlotte,MISSING,MISSING,1,"[{""season"": 2025, ""cfbd_name"": ""Jayden McGowan"", ""player_rec_yards"": 7.0, ""player_rec_tds"": 0.0, ""team_rec_yards"": 2448.0, ""team_rec_tds"": 14.0, ""dominator"": 0.0014297385620915032, ""dominator_pct"": 0.14297385620915032, ""age_at_season"": null}]",,,0.14297385620915032,2025.0,never_hit_20pct
Squirrel White,Florida State,2004-05-05,21,1,"[{""season"": 2025, ""cfbd_name"": ""Squirrel White"", ""player_rec_yards"": 52.0, ""player_rec_tds"": 0.0, ""team_rec_yards"": 3041.0, ""team_rec_tds"": 20.0, ""dominator"": 0.008549819138441302, ""dominator_pct"": 0.8549819138441302, ""age_at_season"": 21}]",,,0.8549819138441302,2025.0,never_hit_20pct
Jaron Glover,Michigan State,MISSING,MISSING,3,"[{""season"": 2022, ""cfbd_name"": ""Jaron Glover"", ""player_rec_yards"": 2.0, ""player_rec_tds"": 0.0, ""team_rec_yards"": 2880.0, ""team_rec_tds"": 23.0, ""dominator"": 0.00034722222222222224, ""dominator_pct"": 0.034722222222222224, ""age_at_season"": null}, {""season"": 2023, ""cfbd_name"": ""Jaron Glover"", ""player_rec_yards"": 261.0, ""player_rec_tds"": 0.0, ""team_rec_yards"": 2366.0, ""team_rec_tds"": 14.0, ""dominator"": 0.055156382079459006, ""dominator_pct"": 5.5156382079459005, ""age_at_season"": null}, {""season"": 2024, ""cfbd_name"": ""Jaron Glover"", ""player_rec_yards"": 192.0, ""player_rec_tds"": 2.0, ""team_rec_yards"": 2617.0, ""team_rec_tds"": 13.0, ""dominator"": 0.1136063019899474, ""dominator_pct"": 11.36063019899474, ""age_at_season"": null}]",,,11.36063019899474,2024.0,never_hit_20pct
Justus Ross-Simmons,Syracuse,MISSING,MISSING,2,"[{""season"": 2024, ""cfbd_name"": ""Justus Ross-Simmons"", ""player_rec_yards"": 202.0, ""player_rec_tds"": 2.0, ""team_rec_yards"": 4810.0, ""team_rec_tds"": 34.0, ""dominator"": 0.05040968570380335, ""dominator_pct"": 5.040968570380335, ""age_at_season"": null}, {""season"": 2025, ""cfbd_name"": ""Justus Ross-Simmons"", ""player_rec_yards"": 312.0, ""player_rec_tds"": 5.0, ""team_rec_yards"": 2607.0, ""team_rec_tds"": 17.0, ""dominator"": 0.20689771881134503, ""dominator_pct"": 20.689771881134504, ""age_at_season"": null}]",2025.0,,20.689771881134504,2025.0,breakout_found
Jayden Ballard,Wisconsin,MISSING,22,1,"[{""season"": 2025, ""cfbd_name"": ""Jayden Ballard"", ""player_rec_yards"": 150.0, ""player_rec_tds"": 2.0, ""team_rec_yards"": 1637.0, ""team_rec_tds"": 9.0, ""dominator"": 0.15692662729926016, ""dominator_pct"": 15.692662729926015, ""age_at_season"": null}]",,,15.692662729926015,2025.0,never_hit_20pct
Christian Leary,Western Michigan,MISSING,22,1,"[{""season"": 2025, ""cfbd_name"": ""Christian Leary"", ""player_rec_yards"": 115.0, ""player_rec_tds"": 0.0, ""team_rec_yards"": 1939.0, ""team_rec_tds"": 10.0, ""dominator"": 0.0296544610624033, ""dominator_pct"": 2.9654461062403303, ""age_at_season"": null}]",,,2.9654461062403303,2025.0,never_hit_20pct
JoJo Earle,UNLV,2003-04-05,22,1,"[{""season"": 2025, ""cfbd_name"": ""JoJo Earle"", ""player_rec_yards"": 258.0, ""player_rec_tds"": 0.0, ""team_rec_yards"": 3512.0, ""team_rec_tds"": 24.0, ""dominator"": 0.03673120728929385, ""dominator_pct"": 3.673120728929385, ""age_at_season"": 22}]",,,3.673120728929385,2025.0,never_hit_20pct
Dacari Collins,Louisville,2002-11-04,22,1,"[{""season"": 2025, ""cfbd_name"": ""Dacari Collins"", ""player_rec_yards"": 219.0, ""player_rec_tds"": 1.0, ""team_rec_yards"": 2868.0, ""team_rec_tds"": 18.0, ""dominator"": 0.0659576940957694, ""dominator_pct"": 6.59576940957694, ""age_at_season"": 22}]",,,6.59576940957694,2025.0,never_hit_20pct
Cody Jackson,Tarleton State,MISSING,22,2,"[{""season"": 2024, ""cfbd_name"": ""Cody Jackson"", ""player_rec_yards"": 490.0, ""player_rec_tds"": 8.0, ""team_rec_yards"": 1442.0, ""team_rec_tds"": 11.0, ""dominator"": 0.5335392762577229, ""dominator_pct"": 53.35392762577229, ""age_at_season"": null}, {""season"": 2025, ""cfbd_name"": ""Cody Jackson"", ""player_rec_yards"": 799.0, ""player_rec_tds"": 6.0, ""team_rec_yards"": 2684.0, ""team_rec_tds"": 26.0, ""dominator"": 0.26422962283618023, ""dominator_pct"": 26.422962283618023, ""age_at_season"": null}]",2024.0,,53.35392762577229,2024.0,breakout_found
Kyron Ware-Hudson,Penn State,MISSING,MISSING,1,"[{""season"": 2025, ""cfbd_name"": ""Kyron Ware-Hudson"", ""player_rec_yards"": 288.0, ""player_rec_tds"": 2.0, ""team_rec_yards"": 2439.0, ""team_rec_tds"": 16.0, ""dominator"": 0.12154059040590406, ""dominator_pct"": 12.154059040590406, ""age_at_season"": null}]",,,12.154059040590406,2025.0,never_hit_20pct
Malik McClain,Arizona State,MISSING,22,2,"[{""season"": 2024, ""cfbd_name"": ""Malik McClain"", ""player_rec_yards"": 85.0, ""player_rec_tds"": 1.0, ""team_rec_yards"": 3213.0, ""team_rec_tds"": 26.0, ""dominator"": 0.03245828245828246, ""dominator_pct"": 3.2458282458282457, ""age_at_season"": null}, {""season"": 2025, ""cfbd_name"": ""Malik McClain"", ""player_rec_yards"": 441.0, ""player_rec_tds"": 1.0, ""team_rec_yards"": 2908.0, ""team_rec_tds"": 20.0, ""dominator"": 0.10082530949105914, ""dominator_pct"": 10.082530949105914, ""age_at_season"": null}]",,,10.082530949105914,2025.0,never_hit_20pct
Deion Colzie,Miami (OH),2003-07-28,22,1,"[{""season"": 2025, ""cfbd_name"": ""Deion Colzie"", ""player_rec_yards"": 178.0, ""player_rec_tds"": 1.0, ""team_rec_yards"": 2622.0, ""team_rec_tds"": 17.0, ""dominator"": 0.06335531924440257, ""dominator_pct"": 6.335531924440257, ""age_at_season"": 22}]",,,6.335531924440257,2025.0,never_hit_20pct
Jerand Bradley,Kansas State,2002-10-10,22,1,"[{""season"": 2025, ""cfbd_name"": ""Jerand Bradley"", ""player_rec_yards"": 184.0, ""player_rec_tds"": 2.0, ""team_rec_yards"": 2380.0, ""team_rec_tds"": 18.0, ""dominator"": 0.0942110177404295, ""dominator_pct"": 9.42110177404295, ""age_at_season"": 22}]",,,9.42110177404295,2025.0,never_hit_20pct
Andrel Anthony,Duke,2002-01-07,23,1,"[{""season"": 2025, ""cfbd_name"": ""Andrel Anthony Jr."", ""player_rec_yards"": 246.0, ""player_rec_tds"": 5.0, ""team_rec_yards"": 3995.0, ""team_rec_tds"": 34.0, ""dominator"": 0.10431789737171465, ""dominator_pct"": 10.431789737171465, ""age_at_season"": 23}]",,,10.431789737171465,2025.0,never_hit_20pct
Jayden Thomas,Virginia,2002-10-18,22,1,"[{""season"": 2025, ""cfbd_name"": ""Jayden Thomas"", ""player_rec_yards"": 9.0, ""player_rec_tds"": 0.0, ""team_rec_yards"": 3348.0, ""team_rec_tds"": 18.0, ""dominator"": 0.0013440860215053765, ""dominator_pct"": 0.13440860215053765, ""age_at_season"": 22}]",,,0.13440860215053765,2025.0,never_hit_20pct
Rara Thomas,Troy,2002-07-28,23,1,"[{""season"": 2025, ""cfbd_name"": ""Rara Thomas"", ""player_rec_yards"": 629.0, ""player_rec_tds"": 5.0, ""team_rec_yards"": 2929.0, ""team_rec_tds"": 20.0, ""dominator"": 0.23237453055650392, ""dominator_pct"": 23.23745305565039, ""age_at_season"": 23}]",2025.0,23.0,23.23745305565039,2025.0,breakout_found
Cyrus Allen,Cincinnati,MISSING,22,1,"[{""season"": 2025, ""cfbd_name"": ""Cyrus Allen"", ""player_rec_yards"": 660.0, ""player_rec_tds"": 12.0, ""team_rec_yards"": 2992.0, ""team_rec_tds"": 29.0, ""dominator"": 0.3171906693711968, ""dominator_pct"": 31.719066937119678, ""age_at_season"": null}]",2025.0,,31.719066937119678,2025.0,breakout_found
Jared Brown,South Carolina,MISSING,22,5,"[{""season"": 2021, ""cfbd_name"": ""Ahmarean Brown"", ""player_rec_yards"": 104.0, ""player_rec_tds"": 0.0, ""team_rec_yards"": 2615.0, ""team_rec_tds"": 22.0, ""dominator"": 0.01988527724665392, ""dominator_pct"": 1.9885277246653918, ""age_at_season"": null}, {""season"": 2022, ""cfbd_name"": ""Ahmarean Brown"", ""player_rec_yards"": 188.0, ""player_rec_tds"": 0.0, ""team_rec_yards"": 3379.0, ""team_rec_tds"": 23.0, ""dominator"": 0.027818881325836046, ""dominator_pct"": 2.7818881325836045, ""age_at_season"": null}, {""season"": 2023, ""cfbd_name"": ""Ahmarean Brown"", ""player_rec_yards"": 265.0, ""player_rec_tds"": 1.0, ""team_rec_yards"": 3336.0, ""team_rec_tds"": 21.0, ""dominator"": 0.06352774922918808, ""dominator_pct"": 6.352774922918808, ""age_at_season"": null}, {""season"": 2024, ""cfbd_name"": ""Jared Brown"", ""player_rec_yards"": 244.0, ""player_rec_tds"": 1.0, ""team_rec_yards"": 2897.0, ""team_rec_tds"": 21.0, ""dominator"": 0.06592205401318277, ""dominator_pct"": 6.592205401318277, ""age_at_season"": null}, {""season"": 2025, ""cfbd_name"": ""Jared Brown"", ""player_rec_yards"": 102.0, ""player_rec_tds"": 0.0, ""team_rec_yards"": 2703.0, ""team_rec_tds"": 13.0, ""dominator"": 0.018867924528301886, ""dominator_pct"": 1.8867924528301887, ""age_at_season"": null}]",,,6.592205401318277,2024.0,never_hit_20pct
Jaden Bray,West Virginia,2002-08-06,23,2,"[{""season"": 2024, ""cfbd_name"": ""Jaden Bray"", ""player_rec_yards"": 88.0, ""player_rec_tds"": 0.0, ""team_rec_yards"": 2734.0, ""team_rec_tds"": 20.0, ""dominator"": 0.016093635698610095, ""dominator_pct"": 1.6093635698610096, ""age_at_season"": 21}, {""season"": 2025, ""cfbd_name"": ""Jaden Bray"", ""player_rec_yards"": 95.0, ""player_rec_tds"": 0.0, ""team_rec_yards"": 2266.0, ""team_rec_tds"": 10.0, ""dominator"": 0.020962047661076788, ""dominator_pct"": 2.096204766107679, ""age_at_season"": 22}]",,,2.096204766107679,2025.0,never_hit_20pct
Joseph Manjack IV,TCU,MISSING,22,1,"[{""season"": 2025, ""cfbd_name"": ""Joseph Manjack"", ""player_rec_yards"": 579.0, ""player_rec_tds"": 3.0, ""team_rec_yards"": 3771.0, ""team_rec_tds"": 30.0, ""dominator"": 0.1267700875099443, ""dominator_pct"": 12.677008750994432, ""age_at_season"": null}]",,,12.677008750994432,2025.0,never_hit_20pct
Max Tomzcak,Northern Illinois,MISSING,MISSING,0,[],,,,,no_cfbd_data
E.J. Williams,Indiana,MISSING,23,3,"[{""season"": 2023, ""cfbd_name"": ""E.J. Williams"", ""player_rec_yards"": 276.0, ""player_rec_tds"": 0.0, ""team_rec_yards"": 2548.0, ""team_rec_tds"": 18.0, ""dominator"": 0.05416012558869702, ""dominator_pct"": 5.416012558869702, ""age_at_season"": null}, {""season"": 2024, ""cfbd_name"": ""Ke'Shawn Williams"", ""player_rec_yards"": 448.0, ""player_rec_tds"": 5.0, ""team_rec_yards"": 3397.0, ""team_rec_tds"": 33.0, ""dominator"": 0.14169811152442885, ""dominator_pct"": 14.169811152442884, ""age_at_season"": null}, {""season"": 2025, ""cfbd_name"": ""E.J. Williams"", ""player_rec_yards"": 438.0, ""player_rec_tds"": 6.0, ""team_rec_yards"": 3826.0, ""team_rec_tds"": 46.0, ""dominator"": 0.12245732857564945, ""dominator_pct"": 12.245732857564946, ""age_at_season"": null}]",,,14.169811152442884,2024.0,never_hit_20pct
Ja'Mori Maclin,Kentucky,MISSING,23,2,"[{""season"": 2024, ""cfbd_name"": ""Jay Maclin"", ""player_rec_yards"": 313.0, ""player_rec_tds"": 4.0, ""team_rec_yards"": 2218.0, ""team_rec_tds"": 15.0, ""dominator"": 0.20389239555154792, ""dominator_pct"": 20.38923955515479, ""age_at_season"": null}, {""season"": 2025, ""cfbd_name"": ""Jay Maclin"", ""player_rec_yards"": 189.0, ""player_rec_tds"": 0.0, ""team_rec_yards"": 2423.0, ""team_rec_tds"": 15.0, ""dominator"": 0.03900123813454395, ""dominator_pct"": 3.900123813454395, ""age_at_season"": null}]",2024.0,,20.38923955515479,2024.0,breakout_found
Ja'Varrius Johnson,Auburn,2000-10-07,25,3,"[{""season"": 2021, ""cfbd_name"": ""Ja'Varrius Johnson"", ""player_rec_yards"": 274.0, ""player_rec_tds"": 2.0, ""team_rec_yards"": 3121.0, ""team_rec_tds"": 17.0, ""dominator"": 0.10271971653127768, ""dominator_pct"": 10.271971653127768, ""age_at_season"": 20}, {""season"": 2022, ""cfbd_name"": ""Ja'Varrius Johnson"", ""player_rec_yards"": 493.0, ""player_rec_tds"": 3.0, ""team_rec_yards"": 2072.0, ""team_rec_tds"": 9.0, ""dominator"": 0.2856338481338481, ""dominator_pct"": 28.56338481338481, ""age_at_season"": 21}, {""season"": 2023, ""cfbd_name"": ""Ja'Varrius Johnson"", ""player_rec_yards"": 347.0, ""player_rec_tds"": 3.0, ""team_rec_yards"": 2109.0, ""team_rec_tds"": 18.0, ""dominator"": 0.16559981033665244, ""dominator_pct"": 16.559981033665245, ""age_at_season"": 22}]",2022.0,21.0,28.56338481338481,2022.0,breakout_found
Donavon Greene,Virginia Tech,MISSING,MISSING,3,"[{""season"": 2023, ""cfbd_name"": ""Ayden Greene"", ""player_rec_yards"": 56.0, ""player_rec_tds"": 0.0, ""team_rec_yards"": 2619.0, ""team_rec_tds"": 23.0, ""dominator"": 0.010691103474608629, ""dominator_pct"": 1.069110347460863, ""age_at_season"": null}, {""season"": 2024, ""cfbd_name"": ""Ayden Greene"", ""player_rec_yards"": 268.0, ""player_rec_tds"": 2.0, ""team_rec_yards"": 2462.0, ""team_rec_tds"": 15.0, ""dominator"": 0.12109396154887625, ""dominator_pct"": 12.109396154887625, ""age_at_season"": null}, {""season"": 2025, ""cfbd_name"": ""Donavon Greene"", ""player_rec_yards"": 267.0, ""player_rec_tds"": 2.0, ""team_rec_yards"": 1996.0, ""team_rec_tds"": 17.0, ""dominator"": 0.12570729694683486, ""dominator_pct"": 12.570729694683486, ""age_at_season"": null}]",,,12.570729694683486,2025.0,never_hit_20pct
