player_name,college,draft_year,pick,round,birthdate,draft_age,college_season,rush_yards,rush_att,rec_yards,receptions,team_pass_att,rec_yards_per_team_pass_att,ras_score,pff_overall_grade,pff_rushing_grade,pff_receiving_grade,dc_score,production_score,age_weight_used,ras_score_normalized,slap_score,slap_tier,delta,nfl_best_season_ppg,hit24,hit12
Nick Bawden,San Diego St.,2018,237,7,1996-06-22,22.0,2017,,,103.0,15.0,252.0,0.4087301587301587,6.65,,,,31.187666633411297,24.52380952380952,1.05,66.5,34.15216665003898,Poor,2.9645000166276816,0.0,0.0,0.0
Justin Jackson,Northwestern,2018,251,7,1996-04-22,22.0,2017,1305.0,286.0,276.0,44.0,461.0,0.5986984815618221,8.84,66.4,70.4,,28.608056453145068,35.92190889370932,1.05,88.4,40.13669633937079,Poor,11.528639886225726,5.070588235294117,0.0,0.0
Leonard Fournette,LSU,2017,4,1,1995-01-18,22.0,2016,845.0,129.0,146.0,15.0,298.0,0.4899328859060403,8.04,69.6,70.2,,96.73123522513824,29.39597315436241,1.05,80.39999999999999,70.71420821659596,Average,-26.01702700854229,17.04705882352941,1.0,1.0
Christian McCaffrey,Stanford,2017,8,1,1996-06-07,21.0,2016,1590.0,252.0,310.0,37.0,304.0,1.019736842105263,8.52,84.5,80.4,,93.68781610895526,64.09774436090224,1.1,85.19999999999999,82.05811858079342,Good,-11.629697528161842,28.25294117647059,1.0,1.0
Dalvin Cook,Florida St.,2017,41,2,1995-08-10,22.0,2016,1763.0,288.0,488.0,33.0,421.0,1.159144893111639,4.65,85.7,88.4,,78.40408953083528,69.54869358669833,1.05,46.5,70.51908752076206,Average,-7.885002010073222,19.87058823529412,1.0,1.0
Joe Mixon,Oklahoma,2017,48,2,1996-07-24,21.0,2016,1287.0,187.0,538.0,37.0,384.0,1.4010416666666667,9.46,86.3,82.6,,75.94055021860186,88.06547619047618,1.1,94.6,82.98319177596758,Good,7.042641557365727,20.51764705882353,1.0,1.0
Alvin Kamara,Tennessee,2017,67,3,1995-07-25,22.0,2016,596.0,103.0,392.0,40.0,379.0,1.0343007915567282,8.08,79.9,79.4,,69.86299160356411,62.05804749340368,1.05,80.8,68.77181242447335,Below Average,-1.0911791790907586,24.170588235294115,1.0,1.0
Kareem Hunt,Toledo,2017,86,3,1995-08-06,22.0,2016,1473.0,261.0,403.0,41.0,423.0,0.9527186761229316,5.15,93.2,91.9,,64.41603636571921,57.16312056737588,1.05,51.5,59.940110381441166,Poor,-4.475925984278042,18.17058823529412,1.0,1.0
D'Onta Foreman,Texas,2017,89,3,1996-04-24,21.0,2016,2016.0,323.0,75.0,7.0,402.0,0.1865671641791045,7.82,74.3,72.0,,63.59988204942709,11.727078891257994,1.1,78.2,47.63441863665385,Poor,-15.96546341277324,7.705882352941177,0.0,0.0
James Conner,Pittsburgh,2017,105,3,1995-05-05,22.0,2016,1088.0,216.0,302.0,21.0,324.0,0.9320987654320988,4.33,73.1,72.0,,59.41186469623246,55.92592592592592,1.05,43.3,55.775006422190295,Poor,-3.6368582740421687,16.470588235294116,1.0,1.0
Samaje Perine,Oklahoma,2017,114,4,1995-09-16,21.0,2016,1063.0,196.0,106.0,10.0,384.0,0.2760416666666667,4.94,73.8,71.4,,57.16316107479519,17.351190476190474,1.1,49.400000000000006,42.06449720406427,Poor,-15.098663870730924,9.729411764705883,0.0,0.0
Tarik Cohen,North Carolina A&T,2017,119,4,1995-07-26,22.0,2016,,,,,,,3.92,,,,55.94308596859041,30.0,,39.2,44.35154298429521,Poor,-11.591542984295202,13.858823529411763,1.0,1.0
Joe Williams,Utah,2017,121,4,,24.0,2016,1389.0,210.0,107.0,9.0,399.0,0.2681704260651629,7.779999999999999,65.6,67.1,,55.46053111366024,14.5578231292517,0.95,77.8,44.495503652068216,Poor,-10.965027461592022,0.0,0.0,0.0
Donnel Pumphrey,San Diego St.,2017,132,4,1994-12-06,22.0,2016,2132.0,350.0,231.0,27.0,256.0,0.90234375,4.01,76.2,75.3,,52.85873645151093,54.14062499999999,1.05,40.1,51.39358697575546,Poor,-1.4651494757554673,0.0,0.0,0.0
Jamaal Williams,BYU,2017,134,4,1995-04-03,22.0,2016,,,80.0,7.0,412.0,0.1941747572815534,4.55,,,,52.39467932215801,11.650485436893202,1.05,45.5,37.10000956399163,Poor,-15.294669758166386,13.288235294117648,1.0,0.0
Wayne Gallman,Clemson,2017,140,4,1994-10-01,22.0,2016,1131.0,232.0,152.0,20.0,629.0,0.2416534181240063,6.279999999999999,75.4,77.8,,51.018045072501344,14.499205087440382,1.05,62.8,40.00374431685481,Poor,-11.014300755646538,8.035294117647059,0.0,0.0
Marlon Mack,South Florida,2017,143,4,1996-03-07,21.0,2016,1186.0,174.0,227.0,28.0,358.0,0.6340782122905028,8.78,80.5,76.7,,50.33815139213819,39.85634477254588,1.1,87.8,52.28879636646016,Poor,1.950644974321968,12.123529411764707,1.0,0.0
Brian Hill,Wyoming,2017,156,5,1995-11-09,21.0,2016,1864.0,349.0,67.0,8.0,379.0,0.1767810026385224,7.4,71.8,72.0,,47.452429780384286,11.111948737278553,1.1,74.0,38.71539694823964,Poor,-8.73703283214465,5.611764705882353,0.0,0.0
Jeremy McNichols,Boise St.,2017,162,5,1995-12-26,21.0,2016,1698.0,312.0,474.0,37.0,406.0,1.167487684729064,6.65,81.1,79.6,,46.15155112223164,73.38494018296974,1.1,66.5,58.73550462515523,Poor,12.583953502923592,4.329411764705883,0.0,0.0
T.J. Logan,North Carolina,2017,179,5,1994-09-03,23.0,2016,630.0,119.0,244.0,29.0,458.0,0.5327510917030568,7.56,68.8,68.2,,42.56157955714502,30.44291952588896,1.0,75.6,43.27581161263364,Poor,0.7142320554886155,0.6411764705882353,0.0,0.0
Aaron Jones,Texas-El Paso,2017,182,5,1994-12-02,22.0,2016,1766.0,228.0,233.0,28.0,327.0,0.7125382262996942,9.21,76.4,74.0,,41.94175972374306,42.75229357798165,1.05,92.1,49.74918261416511,Poor,7.807422890422046,21.15882352941177,1.0,1.0
Elijah McGuire,Louisiana,2017,188,6,1994-06-01,23.0,2016,1127.0,232.0,238.0,29.0,342.0,0.695906432748538,6.65,69.4,67.1,,40.71364508735466,39.76608187134502,1.0,66.5,44.24995119864808,Poor,3.5363061112934275,5.052941176470589,0.0,0.0
De'Angelo Henderson,Coastal Carolina,2017,203,6,,24.0,2016,,,,,,,5.66,,,,37.70677743241549,30.0,,56.6,37.84338871620775,Poor,0.1366112837922557,0.0,0.0,0.0
Brandon Wilson,Houston,2017,207,6,,23.0,2016,6.0,4.0,52.0,5.0,523.0,0.0994263862332696,6.65,65.7,57.2,,36.9193689874482,5.681507784758262,1.0,66.5,30.423212218389487,Poor,-6.496156769058707,0.0,0.0,0.0
Devante Mays,Utah St.,2017,238,7,1994-05-26,23.0,2016,259.0,37.0,,,,,7.659999999999999,84.1,81.9,,31.00152182589578,30.0,,76.6,37.49076091294789,Poor,6.489239087052113,0.0647058823529411,0.0,0.0
Khalfani Muhammad,California,2017,241,7,1994-09-26,22.0,2016,827.0,152.0,132.0,17.0,621.0,0.2125603864734299,7.519999999999999,70.0,70.7,,30.444862386220947,12.753623188405795,1.05,75.19999999999999,30.9661993090525,Poor,0.5213369228315514,0.0,0.0,0.0
Elijah Hood,North Carolina,2017,242,7,1996-04-22,21.0,2016,858.0,145.0,142.0,25.0,458.0,0.3100436681222707,5.69,75.7,73.7,,30.25989524574358,19.48845913911416,1.1,56.900000000000006,30.485908321561745,Poor,0.226013075818166,0.0,0.0,0.0
Chris Carson,Oklahoma St.,2017,249,7,1994-09-16,22.0,2016,554.0,83.0,128.0,13.0,465.0,0.2752688172043011,7.909999999999999,79.7,87.0,,28.97316023447314,16.51612903225806,1.05,79.1,32.13222527852689,Poor,3.159065044053748,13.682352941176472,1.0,0.0
Matthew Dayes,North Carolina St.,2017,252,7,,23.0,2016,,,267.0,32.0,438.0,0.6095890410958904,6.65,,,,28.42591925759298,34.83365949119373,1.0,66.5,36.37974045071429,Poor,7.953821193121314,0.0,0.0,0.0
Ezekiel Elliott,Ohio St.,2016,4,1,1995-07-22,21.0,2015,1829.0,291.0,206.0,27.0,325.0,0.6338461538461538,8.65,88.8,83.2,,96.73123522513824,39.84175824175824,1.1,86.5,75.28523299718451,Average,-21.44600222795374,21.8,1.0,1.0
Derrick Henry,Alabama,2016,45,2,1994-01-04,22.0,2015,2225.0,396.0,91.0,11.0,446.0,0.2040358744394619,8.77,82.7,83.0,,76.9783930175478,12.242152466367711,1.05,87.69999999999999,55.928949872002605,Poor,-21.0494431455452,22.43529411764706,1.0,1.0
Kenyan Drake,Alabama,2016,73,3,1994-01-26,22.0,2015,413.0,77.0,276.0,29.0,446.0,0.6188340807174888,6.980000000000001,84.3,82.4,,68.08599462283559,37.130044843049326,1.05,69.80000000000001,57.50851300648505,Poor,-10.577481616350532,12.411764705882351,1.0,0.0
C.J. Prosise,Notre Dame,2016,90,3,1994-05-20,22.0,2015,1023.0,156.0,308.0,26.0,385.0,0.8,8.07,79.3,83.2,,63.33016316021118,47.99999999999999,1.05,80.7,60.5700815801056,Below Average,-2.7600815801055845,3.588235294117647,0.0,0.0
Tyler Ervin,San Jose St.,2016,119,4,1993-10-07,22.0,2015,1608.0,293.0,,,,,7.7,73.3,71.1,,55.94308596859041,30.0,,77.0,50.0215429842952,Poor,-5.921542984295208,1.535294117647059,0.0,0.0
Kenneth Dixon,Louisiana Tech,2016,134,4,1994-01-21,22.0,2015,1064.0,197.0,467.0,34.0,479.0,0.974947807933194,6.860000000000001,81.5,80.8,,52.39467932215801,58.49686847599163,1.05,68.60000000000001,56.96124362767608,Poor,4.566564305518064,6.023529411764706,0.0,0.0
Devontae Booker,Utah,2016,136,4,1992-05-27,24.0,2015,1257.0,267.0,318.0,37.0,352.0,0.9034090909090908,6.65,85.2,85.8,,51.93324682456018,49.0422077922078,0.95,66.5,53.10639613955282,Poor,1.1731493149926422,8.476470588235296,0.0,0.0
DeAndre Washington,Texas Tech,2016,143,5,1993-02-22,23.0,2015,1491.0,230.0,385.0,41.0,620.0,0.6209677419354839,7.31,77.5,80.0,,50.33815139213819,35.48387096774193,1.0,73.1,48.55343053477876,Poor,-1.7847208573594244,7.170588235294118,0.0,0.0
Paul Perkins,UCLA,2016,149,5,1994-11-16,21.0,2015,1333.0,236.0,242.0,30.0,510.0,0.4745098039215686,5.39,86.7,89.4,,48.99440866994782,29.82633053221288,1.1,53.9,43.02142002124842,Poor,-5.972988648699399,5.029411764705882,0.0,0.0
Jordan Howard,Indiana,2016,150,5,1994-11-02,21.0,2015,1213.0,196.0,106.0,11.0,461.0,0.2299349240780911,5.41,88.0,85.7,,48.77246656402318,14.453052370622869,1.1,54.1,37.5598016117296,Poor,-11.212664952293586,13.53529411764706,1.0,1.0
Wendell Smallwood,West Virginia,2016,153,5,1994-01-20,22.0,2015,1515.0,238.0,160.0,26.0,429.0,0.372960372960373,7.090000000000001,78.6,83.1,,48.10998910400404,22.377622377622373,1.05,70.9,42.52216238416985,Poor,-5.58782671983419,7.547058823529412,0.0,0.0
Jonathan Williams,Arkansas,2016,156,5,1994-02-02,22.0,2015,,,65.0,11.0,359.0,0.181058495821727,6.4,,,,47.452429780384286,10.86350974930362,1.05,64.0,37.12844330244841,Poor,-10.323986477935875,2.3764705882352946,0.0,0.0
Alex Collins,Arkansas,2016,171,5,1994-08-26,22.0,2015,1580.0,271.0,95.0,13.0,374.0,0.2540106951871658,2.96,79.4,78.2,,44.2340493948423,15.240641711229944,1.05,29.6,31.89124929635163,Poor,-12.34280009849067,10.058823529411764,1.0,0.0
Keenan Reynolds,Navy,2016,182,6,,22.0,2015,1496.0,262.0,47.0,1.0,122.0,0.3852459016393442,4.55,77.7,70.3,,41.94175972374306,23.114754098360653,1.05,45.5,35.88604379629776,Poor,-6.0557159274452985,0.0,0.0,0.0
Kelvin Taylor,Florida,2016,211,6,1993-09-28,22.0,2015,1025.0,258.0,150.0,17.0,405.0,0.3703703703703703,2.66,77.5,80.6,,36.13772172752879,22.22222222222221,1.05,26.6,29.836638641542173,Poor,-6.301083085986619,0.0,0.0,0.0
Darius Jackson,Eastern Michigan,2016,216,6,1993-12-01,22.0,2015,1090.0,208.0,201.0,21.0,409.0,0.491442542787286,9.85,66.7,66.5,,35.1685361424386,29.48655256723716,1.05,98.5,42.6795614697523,Poor,7.511025327313703,0.0941176470588235,0.0,0.0
Dwayne Washington,Washington,2016,236,7,1994-04-24,22.0,2015,272.0,47.0,315.0,25.0,396.0,0.7954545454545454,9.82,63.3,68.9,,31.374110141410995,47.72727272727273,1.05,98.2,47.12160052525096,Poor,15.74749038383996,2.864705882352941,0.0,0.0
Daniel Lasco,California,2016,237,7,1992-10-09,23.0,2015,326.0,66.0,24.0,4.0,550.0,0.0436363636363636,9.61,70.2,71.0,,31.187666633411297,2.493506493506493,1.0,96.1,30.88156058943292,Poor,-0.306106043978378,0.3705882352941176,0.0,0.0
Keith Marshall,Georgia,2016,242,7,1994-02-16,22.0,2015,349.0,68.0,28.0,4.0,327.0,0.0856269113149847,9.35,72.7,72.1,,30.25989524574358,5.137614678899082,1.05,93.5,30.95311276048647,Poor,0.6932175147428907,0.0,0.0,0.0
Zac Brooks,Clemson,2016,247,7,1993-02-01,23.0,2015,243.0,41.0,113.0,9.0,528.0,0.2140151515151515,7.94,69.3,68.2,,29.339380105472458,12.229437229437227,1.0,79.4,30.85999308303926,Poor,1.5206129775668025,0.0,0.0,0.0
Todd Gurley,Georgia,2015,10,1,1994-08-03,21.0,2014,,,,,,,6.65,,,,92.39513479671196,30.0,,66.5,66.67256739835598,Below Average,-25.722567398355977,23.8,1.0,1.0
Melvin Gordon,Wisconsin,2015,15,1,1993-04-13,22.0,2014,,,153.0,19.0,322.0,0.4751552795031056,8.74,,,,89.53565074279604,28.50931677018633,1.05,87.4,67.85608624096324,Below Average,-21.6795645018328,17.435294117647057,1.0,1.0
T.J. Yeldon,Alabama,2015,36,2,1993-10-02,21.0,2014,,,180.0,15.0,451.0,0.3991130820399113,7.05,,,,80.26299861749231,25.08710801393728,1.1,70.5,59.48698711362421,Poor,-20.776011503868105,10.18235294117647,0.0,0.0
Ameer Abdullah,Nebraska,2015,54,2,1993-06-13,22.0,2014,,,269.0,22.0,359.0,0.7493036211699164,8.66,,,,73.9360365676696,44.958217270194986,1.05,86.6,65.69339432840304,Below Average,-8.242642239266559,7.364705882352942,0.0,0.0
Tevin Coleman,Indiana,2015,73,3,1993-04-16,22.0,2014,,,141.0,25.0,313.0,0.4504792332268371,9.72,,,,68.08599462283559,27.028753993610223,1.05,97.2,58.083061209181366,Poor,-10.00293341365422,13.758823529411766,1.0,1.0
Duke Johnson,Miami (FL),2015,77,3,1993-09-23,21.0,2014,,,,,,,6.980000000000001,,,,66.9320986936365,30.0,,69.80000000000001,54.43604934681825,Poor,-12.496049346818252,12.711764705882352,1.0,0.0
David Johnson,Northern Iowa,2015,86,3,1991-12-16,23.0,2014,,,276.0,10.0,,,9.84,,,,64.41603636571921,30.0,,98.4,57.4680181828596,Poor,-6.948018182859606,23.988235294117647,1.0,1.0
Matt Jones,Florida,2015,95,3,1993-03-07,22.0,2014,,,65.0,11.0,324.0,0.2006172839506173,5.23,,,,61.99827790606109,12.037037037037036,1.05,52.3,43.05710191599351,Poor,-18.941175990067585,6.847058823529412,0.0,0.0
Jeremy Langford,Michigan St.,2015,106,4,1991-12-06,23.0,2014,,,62.0,11.0,400.0,0.155,7.519999999999999,,,,59.158487311545166,8.857142857142856,1.0,75.19999999999999,43.95924365577258,Poor,-15.199243655772584,8.68235294117647,0.0,0.0
Javorius Allen,USC,2015,125,4,1991-08-27,24.0,2014,,,458.0,41.0,460.0,0.9956521739130436,8.02,,,,54.50441856810307,54.04968944099379,0.95,80.19999999999999,58.19960058839936,Poor,3.6951820202962935,9.770588235294117,0.0,0.0
Mike Davis,South Carolina,2015,126,4,1993-02-19,22.0,2014,,,368.0,32.0,468.0,0.7863247863247863,6.09,,,,54.26721625603232,47.179487179487175,1.05,60.9,52.78142864083667,Poor,-1.4857876151956475,12.147058823529411,1.0,0.0
David Cobb,Minnesota,2015,138,5,1993-06-03,22.0,2014,,,162.0,16.0,254.0,0.6377952755905512,4.55,,,,51.47438583883613,38.26771653543307,1.05,45.5,45.95589370681964,Poor,-5.51849213201649,1.258823529411765,0.0,0.0
Jay Ajayi,Boise St.,2015,149,5,1993-06-15,22.0,2014,,,535.0,50.0,451.0,1.1862527716186253,8.63,,,,48.99440866994782,71.1751662971175,1.05,86.30000000000001,62.35351253896504,Below Average,13.359103869017211,13.105882352941178,1.0,1.0
Karlos Williams,Florida St.,2015,155,5,1993-05-04,22.0,2014,,,265.0,29.0,516.0,0.5135658914728682,6.409999999999999,,,,47.67107791381047,30.81395348837209,1.05,64.1,44.23542267783546,Poor,-3.4356552359750125,7.311764705882353,0.0,0.0
Cameron Artis-Payne,Auburn,2015,174,5,1990-06-23,25.0,2014,,,147.0,13.0,332.0,0.4427710843373494,6.0,,,,43.60345922205765,22.7710843373494,0.9,60.0,38.77160912910112,Poor,-4.831850092956536,2.170588235294117,0.0,0.0
Josh Robinson,Mississippi St.,2015,205,6,1992-08-24,23.0,2014,,,370.0,28.0,423.0,0.8747044917257684,1.1,,,,37.312343403797485,49.98311381290104,1.0,11.0,37.800261536414105,Poor,0.4879181326166204,0.6588235294117647,0.0,0.0
Marcus Murphy,Missouri,2015,230,7,1991-10-03,23.0,2014,,,212.0,28.0,415.0,0.5108433734939759,0.24,,,,32.499143045455526,29.19104991394148,1.0,2.4,26.82643899260728,Poor,-5.672704052848246,2.2705882352941176,0.0,0.0
Kenny Hilliard,LSU,2015,235,7,1991-10-03,23.0,2014,,,35.0,4.0,276.0,0.1268115942028985,0.91,,,,31.560854097950696,7.246376811594202,1.0,9.1,19.681658933033315,Poor,-11.87919516491738,0.0,0.0,0.0
