player_name,position,draft_year,pick,round,college,seasons_played,best_rank,best_ppr,hit24,hit12,RAS,breakout_age,peak_dominator,birthdate,declare_status,early_declare,draft_age,declare_source,rush_attempts,rush_yards,rush_touchdowns,rush_games,rush_source,rush_tds
Zay Flowers,WR,2023,22,1,Boston Col.,1.0,7.0,249.3,1.0,1.0,8.29,19.0,46.73331727294627,2000-09-11,STANDARD,0,22.0,existing,12.0,41.0,,12.0,pff,0.0
Jordan Addison,WR,2023,23,1,USC,1.0,21.0,221.3,1.0,0.0,5.94,20.0,23.7,2002-01-27,EARLY,1,21.0,existing,4.0,33.0,,11.0,cfbd,0.0
Jonathan Mingo,WR,2023,39,2,Mississippi,1.0,81.0,84.8,0.0,0.0,9.87,21.0,25.186599801737707,2001-04-20,STANDARD,0,22.0,existing,4.0,-7.0,,13.0,cfbd,1.0
Jayden Reed,WR,2023,50,2,Michigan St.,1.0,25.0,217.2,0.0,0.0,6.74,20.0,34.1,2000-04-28,LATE,0,23.0,existing,4.0,11.0,,11.0,cfbd,0.0
Rashee Rice,WR,2023,55,2,SMU,1.0,27.0,212.5,0.0,0.0,9.53,20.0,32.8,2000-04-22,LATE,0,23.0,existing,0.0,0.0,,12.0,cfbd_confirmed_zero,0.0
Marvin Mims,WR,2023,63,2,Oklahoma,1.0,57.0,129.5,0.0,0.0,9.41,18.0,27.47062772742532,2002-03-19,EARLY,1,21.0,existing,2.0,3.0,,13.0,cfbd,0.0
Tank Dell,WR,2023,69,3,Houston,1.0,39.0,165.0,0.0,0.0,5.82,20.0,38.37395884370408,1999-10-29,LATE,0,23.0,existing,4.0,9.0,,13.0,cfbd,0.0
Jalin Hyatt,WR,2023,73,3,Tennessee,1.0,100.0,60.3,0.0,0.0,8.76,20.0,37.6,2001-09-25,EARLY,1,21.0,existing,1.0,0.0,,12.0,cfbd,0.0
Cedric Tillman,WR,2023,74,3,Tennessee,1.0,91.0,80.4,0.0,0.0,8.67,21.0,34.4,2000-04-19,LATE,0,23.0,existing,0.0,0.0,,6.0,cfbd_confirmed_zero,0.0
Josh Downs,WR,2023,79,3,North Carolina,1.0,37.0,182.2,0.0,0.0,8.99,20.0,35.5,2001-08-12,EARLY,1,21.0,existing,0.0,0.0,,11.0,cfbd_confirmed_zero,0.0
Michael Wilson,WR,2023,94,3,Stanford,1.0,10.0,220.6,1.0,1.0,9.55,19.0,40.4,2000-02-23,LATE,0,23.0,existing,4.0,47.0,,6.0,cfbd,0.0
Tre Tucker,WR,2023,100,3,Cincinnati,1.0,38.0,161.7,0.0,0.0,7.16,,19.0,2001-03-08,STANDARD,0,22.0,existing,1.0,8.0,,12.0,cfbd,0.0
Derius Davis,WR,2023,125,4,TCU,1.0,119.0,40.1,0.0,0.0,4.29,,15.3,2000-09-11,STANDARD,0,22.0,existing,3.0,30.0,,14.0,cfbd,1.0
Charlie Jones,WR,2023,131,4,Purdue,1.0,159.0,20.7,0.0,0.0,2.5591365160347985,23.0,43.6,1998-10-29,LATE,0,24.0,existing,2.0,3.0,,13.0,cfbd,0.0
Tyler Scott,WR,2023,133,4,Cincinnati,1.0,131.0,35.9,0.0,0.0,8.61,20.0,41.0,2001-10-12,EARLY,1,21.0,existing,0.0,0.0,,11.0,cfbd_confirmed_zero,0.0
Justin Shorter,WR,2023,150,5,Florida,1.0,999.0,0.0,0.0,0.0,7.94,22.0,22.4,1999-09-09,LATE,0,23.0,existing,0.0,0.0,,9.0,cfbd_confirmed_zero,0.0
Dontayvion Wicks,WR,2023,159,5,Virginia,1.0,58.0,119.8,0.0,0.0,9.17,20.0,30.0,2001-06-16,STANDARD,0,21.0,cfbd_seasons,0.0,0.0,,8.0,cfbd_confirmed_zero,0.0
Puka Nacua,WR,2023,177,5,BYU,1.0,1.0,377.0,1.0,1.0,5.18,20.0,28.3,2001-05-29,STANDARD,0,21.0,cfbd_seasons,25.0,209.0,5.0,13.0,cfbd,
Parker Washington,WR,2023,185,6,Penn St.,1.0,34.0,172.7,0.0,0.0,7.305,18.0,28.3,2002-03-21,EARLY,1,21.0,existing,2.0,8.0,,10.0,cfbd,0.0
Kayshon Boutte,WR,2023,187,6,LSU,1.0,50.0,124.1,0.0,0.0,4.99,18.0,21.8,2002-05-07,EARLY,1,20.0,existing,1.0,41.0,,11.0,cfbd,0.0
Trey Palmer,WR,2023,191,6,Nebraska,1.0,72.0,95.7,0.0,0.0,6.18,21.0,46.14983351831299,2001-04-02,STANDARD,0,22.0,existing,5.0,75.0,,12.0,cfbd,0.0
A.T. Perry,WR,2023,195,6,Wake Forest,1.0,99.0,60.6,0.0,0.0,9.62,21.0,34.3,1999-10-26,LATE,0,23.0,existing,0.0,0.0,,13.0,cfbd_confirmed_zero,0.0
Elijah Higgins,WR,2023,197,6,Stanford,1.0,999.0,0.0,0.0,0.0,8.94,21.0,22.2,2000-06-07,STANDARD,0,22.0,existing,4.0,48.0,,12.0,cfbd,0.0
Xavier Hutchinson,WR,2023,205,6,Iowa St.,1.0,63.0,98.0,0.0,0.0,7.27,20.0,34.43003401531527,2000-06-01,STANDARD,0,22.0,existing,0.0,0.0,,12.0,cfbd_confirmed_zero,0.0
Andrei Iosivas,WR,2023,206,6,Princeton,1.0,69.0,119.9,0.0,0.0,9.96,22.0,34.4,1999-10-15,LATE,0,23.0,existing,4.0,10.0,0.0,13.0,cfbd,
DeMario Douglas,WR,2023,210,6,Liberty,1.0,47.0,147.7,0.0,0.0,7.34,21.0,34.6,2000-12-08,STANDARD,0,22.0,existing,5.0,105.0,1.0,13.0,cfbd,
Antoine Green,WR,2023,219,7,North Carolina,1.0,201.0,1.2,0.0,0.0,8.68,22.0,28.6,1999-11-15,LATE,0,23.0,existing,131.0,558.0,,9.0,cfbd,8.0
Colton Dowell,WR,2023,228,7,UT Martin,1.0,200.0,1.3,0.0,0.0,9.78,22.0,34.211719369828856,1999-04-19,LATE,0,24.0,existing,1.0,6.0,0.0,13.0,cfbd,
Jalen Brooks,WR,2023,244,7,South Carolina,1.0,124.0,35.7,0.0,0.0,5.6,,10.4,2000-05-07,STANDARD,0,22.0,existing,4.0,51.0,,12.0,cfbd,1.0
Ronnie Bell,WR,2023,253,7,Michigan,1.0,140.0,30.8,0.0,0.0,8.2,22.0,22.8,2000-01-28,LATE,0,23.0,existing,3.0,23.0,,14.0,cfbd,1.0
Grant Dubose,WR,2023,256,7,Charlotte,1.0,199.0,3.1,0.0,0.0,8.79,20.0,28.836304036058184,2001-06-20,EARLY,1,21.0,existing,0.0,0.0,,12.0,cfbd_confirmed_zero,0.0
Marvin Harrison Jr.,WR,2024,4,1,Ohio St.,0.0,30.0,196.5,0.0,0.0,4.919900872637028,20.0,47.9,2002-08-11,EARLY,1,22.0,cfbd_roster,2.0,26.0,,12.0,cfbd,1.0
Malik Nabers,WR,2024,6,1,LSU,0.0,6.0,273.6,1.0,1.0,9.67,19.0,33.71031623244013,2003-07-28,EARLY,1,21.0,cfbd_roster,1.0,1.0,,13.0,cfbd,0.0
Rome Odunze,WR,2024,9,1,Washington,0.0,41.0,146.1,0.0,0.0,9.92,19.0,33.01214967583848,2002-06-03,STANDARD,0,22.0,cfbd_roster,2.0,37.0,,15.0,cfbd,1.0
Brian Thomas,WR,2024,23,1,LSU,0.0,4.0,284.0,1.0,1.0,9.84,20.0,32.67193720733543,2002-10-08,EARLY,1,21.0,cfbd_roster,1.0,-6.0,,13.0,cfbd,0.0
Xavier Worthy,WR,2024,28,1,Texas,0.0,33.0,187.2,0.0,0.0,9.41,18.0,38.8,2003-04-27,EARLY,1,21.0,cfbd_roster,4.0,35.0,,14.0,cfbd,0.0
Ricky Pearsall,WR,2024,31,1,Florida,0.0,73.0,93.5,0.0,0.0,9.91,21.0,25.71613739468568,2000-09-09,LATE,0,23.0,cfbd_roster,3.0,62.0,,12.0,cfbd,2.0
Xavier Legette,WR,2024,32,1,South Carolina,0.0,60.0,125.1,0.0,0.0,9.9,22.0,35.47661870503597,2001-01-29,LATE,0,23.0,cfbd_roster,9.0,-9.0,,12.0,cfbd,0.0
Keon Coleman,WR,2024,33,2,Florida St.,0.0,60.0,111.5,0.0,0.0,8.18,20.0,36.6,2003-05-17,EARLY,1,21.0,cfbd_roster,1.0,2.0,,12.0,cfbd,0.0
Ladd McConkey,WR,2024,34,2,Georgia,0.0,12.0,240.9,1.0,1.0,9.34,,19.9,2001-11-11,STANDARD,0,22.0,cfbd_roster,2.0,38.0,,9.0,cfbd,1.0
Ja'Lynn Polk,WR,2024,37,2,Washington,0.0,128.0,32.7,0.0,0.0,8.85,21.0,23.08361835724131,2002-04-11,STANDARD,0,22.0,cfbd_seasons,4.0,32.0,,15.0,cfbd,1.0
Adonai Mitchell,WR,2024,52,2,Texas,0.0,69.0,89.9,0.0,0.0,9.99,20.0,32.43983197430195,2002-10-08,EARLY,1,21.0,cfbd_roster,2.0,1.0,,14.0,cfbd,0.0
Malachi Corley,WR,2024,65,3,Western Kentucky,0.0,131.0,31.6,0.0,0.0,7.76,20.0,29.6,2002-03-21,STANDARD,0,22.0,cfbd_roster,4.0,11.0,,12.0,cfbd,0.0
Jermaine Burton,WR,2024,80,3,Alabama,0.0,155.0,14.7,0.0,0.0,9.09,22.0,32.6,2001-06-28,LATE,0,23.0,cfbd_roster,0.0,0.0,,13.0,cfbd_confirmed_zero,0.0
Roman Wilson,WR,2024,84,3,Michigan,0.0,120.0,40.6,0.0,0.0,8.59,22.0,37.30889235569423,2001-06-19,LATE,0,23.0,cfbd_roster,1.0,10.0,,15.0,cfbd,0.0
Jalen McMillan,WR,2024,92,3,Washington,0.0,55.0,135.4,0.0,0.0,8.67,20.0,25.5,2001-12-07,STANDARD,0,22.0,cfbd_roster,3.0,30.0,,11.0,cfbd,1.0
Luke McCaffrey,WR,2024,100,3,Rice,0.0,110.0,49.3,0.0,0.0,9.44,21.0,37.52652923995041,2001-04-02,LATE,0,23.0,cfbd_roster,15.0,117.0,,13.0,cfbd,0.0
Troy Franklin,WR,2024,102,4,Oregon,0.0,33.0,173.1,0.0,0.0,9.02,19.0,30.7,2003-02-06,EARLY,1,21.0,cfbd_roster,0.0,0.0,,13.0,cfbd_confirmed_zero,0.0
Javon Baker,WR,2024,110,4,Central Florida,0.0,204.0,2.2,0.0,0.0,7.84,18.0,31.512584225128816,2002-02-18,STANDARD,0,22.0,cfbd_roster,4.0,16.0,,13.0,cfbd,0.0
Devontez Walker,WR,2024,113,4,North Carolina,0.0,124.0,37.6,0.0,0.0,9.76,22.0,36.6,2001-06-19,EARLY,1,23.0,cfbd_roster,3.0,23.0,,8.0,cfbd,0.0
Jacob Cowing,WR,2024,135,4,Arizona,0.0,166.0,12.7,0.0,0.0,6.28,21.0,28.52212242182302,2001-02-04,LATE,0,23.0,cfbd_roster,5.0,26.0,,13.0,cfbd,0.0
Anthony Gould,WR,2024,142,5,Oregon St.,0.0,197.0,3.3,0.0,0.0,8.87,,18.2,2001-04-06,LATE,0,23.0,cfbd_roster,4.0,22.0,,11.0,cfbd,0.0
Ainias Smith,WR,2024,152,5,Texas A&M,0.0,147.0,17.7,0.0,0.0,7.36,19.0,26.0,2001-05-31,LATE,0,23.0,cfbd_roster,5.0,21.0,,12.0,cfbd,0.0
Jamari Thrash,WR,2024,156,5,Louisville,0.0,152.0,20.7,0.0,0.0,6.77,22.0,31.0,2000-12-19,LATE,0,23.0,cfbd_roster,1.0,12.0,,12.0,cfbd,1.0
Bub Means,WR,2024,170,5,Pittsburgh,0.0,136.0,26.8,0.0,0.0,9.35,22.0,31.6,2001-01-10,LATE,0,23.0,cfbd_roster,0.0,0.0,,12.0,cfbd_confirmed_zero,0.0
Jha'Quan Jackson,WR,2024,182,6,Tulane,0.0,214.0,1.3,0.0,0.0,5.34,20.0,29.1,2000-05-15,LATE,0,24.0,cfbd_roster,5.0,51.0,,10.0,cfbd,0.0
Malik Washington,WR,2024,184,6,Virginia,0.0,58.0,112.7,0.0,0.0,8.63,22.0,47.3719181675118,2000-10-20,LATE,0,23.0,cfbd_roster,3.0,7.0,,12.0,cfbd,0.0
Johnny Wilson,WR,2024,185,6,Florida St.,0.0,154.0,14.8,0.0,0.0,9.7,21.0,21.7,2001-04-03,LATE,0,23.0,cfbd_roster,0.0,0.0,,10.0,cfbd_confirmed_zero,0.0
Casey Washington,WR,2024,187,6,Illinois,0.0,163.0,15.4,0.0,0.0,7.15,,19.19392857629474,2001-03-06,LATE,0,23.0,cfbd_roster,0.0,0.0,,12.0,cfbd_confirmed_zero,0.0
Tejhaun Palmer,WR,2024,191,6,Ala-Birmingham,0.0,999.0,0.0,0.0,0.0,9.57,23.0,28.282901119647587,2000-05-19,LATE,0,24.0,cfbd_roster,0.0,0.0,,12.0,cfbd_confirmed_zero,0.0
Jordan Whittington,WR,2024,213,6,Texas,0.0,114.0,52.5,0.0,0.0,7.305,,12.7,2000-10-01,LATE,0,23.0,cfbd_roster,3.0,18.0,,14.0,cfbd,0.0
Ryan Flournoy,WR,2024,216,6,SE Missouri St.,0.0,56.0,114.0,0.0,0.0,9.89,,,1999-10-27,LATE,0,24.0,cfbd_roster,6.0,49.0,1.0,13.0,cfbd,
Brenden Rice,WR,2024,225,7,USC,0.0,999.0,0.0,0.0,0.0,7.17,21.0,27.5,2002-03-18,STANDARD,0,22.0,cfbd_seasons,0.0,0.0,,12.0,cfbd_confirmed_zero,0.0
Devaughn Vele,WR,2024,235,7,Utah,0.0,75.0,106.5,0.0,0.0,8.47,25.0,30.9,1997-12-12,LATE,0,26.0,cfbd_roster,0.0,0.0,,10.0,cfbd_confirmed_zero,0.0
Tahj Washington,WR,2024,241,7,USC,0.0,189.0,6.7,0.0,0.0,5.13,22.0,23.07692307692308,2001-05-16,LATE,0,23.0,cfbd_roster,1.0,10.0,,13.0,cfbd,0.0
Cornelius Johnson,WR,2024,253,7,Michigan,0.0,999.0,0.0,0.0,0.0,9.46,19.0,25.1,2000-11-21,LATE,0,23.0,cfbd_roster,3.0,40.0,,15.0,cfbd,0.0
Travis Hunter,WR,2025,2,1,Colorado,1.0,95.0,63.8,0.0,0.0,3.384199227022351,19.0,38.8,2003-05-18,EARLY,1,22.0,cfbd_roster,2.0,5.0,,13.0,cfbd,1.0
Tetairoa McMillan,WR,2025,8,1,Arizona,1.0,15.0,213.4,1.0,0.0,4.014637370168539,19.0,41.0,2003-04-05,EARLY,1,22.0,cfbd_roster,0.0,0.0,,12.0,cfbd_confirmed_zero,0.0
Emeka Egbuka,WR,2025,19,1,Ohio State,1.0,24.0,193.7,1.0,0.0,9.72,20.0,26.1,2002-10-14,STANDARD,0,22.0,cfbd_roster,8.0,33.0,,16.0,cfbd,0.0
Matthew Golden,WR,2025,23,1,Texas,1.0,88.0,70.0,0.0,0.0,3.979377891774859,20.0,24.1,2003-08-01,EARLY,1,22.0,cfbd_roster,0.0,0.0,,16.0,cfbd_confirmed_zero,0.0
Jayden Higgins,WR,2025,34,2,Iowa State,1.0,47.0,129.5,0.0,0.0,9.63,20.0,33.04469273743017,2002-12-15,EARLY,1,22.0,cfbd_roster,0.0,0.0,,13.0,cfbd_confirmed_zero,0.0
Luther Burden III,WR,2025,39,2,Missouri,1.0,48.0,127.9,0.0,0.0,3.829110600463389,19.0,36.5,2003-12-12,EARLY,1,21.0,cfbd_roster,10.0,125.0,,12.0,cfbd,2.0
Tre Harris,WR,2025,55,2,Ole Miss,1.0,90.0,69.4,0.0,0.0,9.23,21.0,35.8,2002-02-28,LATE,0,23.0,cfbd_roster,0.0,0.0,,8.0,cfbd_confirmed_zero,0.0
Kyle Williams,WR,2025,69,3,Washington State,1.0,111.0,49.2,0.0,0.0,6.34,18.0,33.24045695179716,2002-11-13,STANDARD,0,22.0,cfbd_roster,9.0,57.0,,13.0,cfbd,0.0
Isaac TeSlaa,WR,2025,70,3,Arkansas,1.0,82.0,75.9,0.0,0.0,9.93,,15.6,2002-02-20,LATE,0,23.0,cfbd_roster,0.0,0.0,,13.0,cfbd_confirmed_zero,0.0
Pat Bryant,WR,2025,74,3,Illinois,1.0,85.0,74.8,0.0,0.0,7.08,21.0,35.61544064093226,2002-12-10,STANDARD,0,22.0,cfbd_roster,5.0,14.0,,12.0,cfbd,0.0
Elic Ayomanor,WR,2025,136,4,Stanford,1.0,53.0,116.5,0.0,0.0,9.71,20.0,36.23032904148784,2003-06-03,EARLY,1,22.0,cfbd_roster,0.0,0.0,,12.0,cfbd_confirmed_zero,0.0
Chimere Dike,WR,2025,103,4,Florida,1.0,54.0,116.1,0.0,0.0,9.72,20.0,28.82845188284519,2001-12-14,LATE,0,23.0,cfbd_roster,0.0,0.0,,13.0,cfbd_confirmed_zero,0.0
Tez Johnson,WR,2025,235,7,Oregon,1.0,66.0,92.4,0.0,0.0,7.3,19.0,25.66340782122905,2002-05-18,LATE,0,23.0,cfbd_roster,1.0,-1.0,,12.0,cfbd,0.0
Jack Bech,WR,2025,58,2,TCU,4.0,,,,,9.51,22.0,28.23,2002-12-18,,0,22.4,,,,,,,
Jaylin Noel,WR,2025,79,3,Iowa State,4.0,,,,,9.75,21.0,32.68,2002-09-04,,0,22.6,,,,,,,
Savion Williams,WR,2025,87,3,TCU,5.0,,,,,,,17.85,2001-11-22,,0,23.4,,,,,,,
Tai Felton,WR,2025,102,4,Maryland,4.0,,,,,9.2,20.0,38.42,2003-03-15,,0,22.1,,,,,,,
Dont'e Thornton,WR,2025,108,4,Tennessee,4.0,,,,,9.85,22.0,25.78,2002-11-30,,0,22.4,,,,,,,
Arian Smith,WR,2025,110,4,Georgia,5.0,,,,,9.2,,17.23,2001-10-11,,0,23.5,,,,,,,
Jaylin Lane,WR,2025,128,4,Virginia Tech,5.0,,,,,9.57,21.0,25.61,2002-05-01,,0,23.0,,,,,,,
Jalen Royals,WR,2025,133,4,Utah St.,2.0,,,,,9.01,20.0,37.77,2003-02-18,,1,22.2,,,,,,,
Jordan Watkins,WR,2025,138,5,Ole Miss,5.0,,,,,8.79,22.0,24.44,2002-02-15,,0,23.2,,,,,,,
KeAndre Lambert-Smith,WR,2025,158,5,Auburn,5.0,,,,,9.03,23.0,30.3,2001-10-16,,0,23.5,,,,,,,
Tory Horton,WR,2025,166,5,Colorado State,5.0,,,,,9.83,20.0,57.29,2002-11-29,,0,22.4,,,,,,,
LaJohntay Wester,WR,2025,203,7,Colorado,5.0,,,,,,22.0,43.64,2002-03-29,,0,23.1,,,,,,,
Jimmy Horn,WR,2025,208,7,Colorado,4.0,,,,,4.48,20.0,20.23,2002-09-12,,0,22.6,,,,,,,
Ricky White,WR,2025,238,7,UNLV,4.0,,,,,3.37,20.0,45.67,2002-02-06,,0,23.2,,,,,,,
Kaden Prather,WR,2025,240,7,Maryland,4.0,,,,,7.68,,18.96,,,0,23.0,,,,,,,
Konata Mumpfield,WR,2025,242,7,Pittsburgh,4.0,,,,,6.35,21.0,33.43,2002-10-24,,0,22.5,,,,,,,
Dominic Lovett,WR,2025,244,7,Georgia,4.0,,,,,6.66,20.0,26.8,2002-11-08,,0,22.5,,,,,,,
Junior Bergen,WR,2025,252,7,Montana,3.0,,,,,5.82,21.0,27.15,2002-10-23,,1,22.5,,,,,,,
J.J. Nelson,WR,2015,159,5,Ala-Birmingham,,,,,,7.92,,,1992-04-24,,0,23.0,,,,,,,
Bisi Johnson,WR,2019,247,7,Colorado State,,,,,,8.16,,,1997-03-17,,0,22.1,,,,,,,
Jamal Agnew,WR,2017,165,5,San Diego,,,,,,,,,1995-04-03,,0,22.1,,,,,,,
Brendan Langley,WR,2017,101,3,Lamar,,,,,,,,,1994-10-16,,0,22.5,,,,,,,
Tommy Mellott,WR,2025,213,6,Montana State,,,,,,,,,2001-10-16,,0,23.5,,,,,,,
